key,russian
reqASAutomaticsLevel40,"Требуется уровень оружия автоматическим оружием 40"
reqASAutomaticsLevel50,"Требуется уровень оружия автоматическим оружием 50"
reqASAutomaticsLevel60,"Требуется уровень оружия автоматическим оружием 60"
reqASAutomaticsLevel70,"Требуется уровень оружия автоматическим оружием 70"
reqASAutomaticsLevel80,"Требуется уровень оружия автоматическим оружием 80"
reqASAutomaticsLevel90,"Требуется уровень оружия автоматическим оружием 90"
reqASAutomaticsLevel100,"Требуется уровень оружия автоматическим оружием 100"
perkAutomaticsCraftingRank1Desc,"Криворукий"
perkAutomaticsCraftingRank1LongDesc,"Разблокирует AK-47"
perkAutomaticsCraftingRank2Desc,"Подмастерье"
perkAutomaticsCraftingRank2LongDesc,"Разблокирует Тактическую штурмовую винтовку."
perkAutomaticsCraftingRank3Desc,"Ученик"
perkAutomaticsCraftingRank3LongDesc,"Разблокирует M60"
perkAutomaticsCraftingRank4Desc,"Мастер"
perkAutomaticsCraftingRank4LongDesc,"Разблокирует FNFAL"
perkAutomaticsCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkAutomaticsCraftingRank5LongDesc,"Разблокирует SCAR"
perkRifleCraftingName,"Изготовление Винтовок"
perkRifleCraftingDesc,"Научитесь создавать Винтовки."
reqASRifleLevel10,"Требуется уровень оружия Винтовкой 10"
reqASRifleLevel20,"Требуется уровень оружия Винтовкой 20"
reqASRifleLevel30,"Требуется уровень оружия Винтовкой 30"
reqASRifleLevel40,"Требуется уровень оружия Винтовкой 40"
reqASRifleLevel50,"Требуется уровень оружия Винтовкой 50"
reqASRifleLevel60,"Требуется уровень оружия Винтовкой 60"
reqASRifleLevel70,"Требуется уровень оружия Винтовкой 70"
reqASRifleLevel80,"Требуется уровень оружия Винтовкой 80"
reqASRifleLevel90,"Требуется уровень оружия Винтовкой 90"
reqASRifleLevel100,"Требуется уровень оружия Винтовкой 100"
perkRifleCraftingRank1Desc,"Криворукий"
perkRifleCraftingRank1LongDesc,"Разблокирует Охотничью Винтовку"
perkRifleCraftingRank2Desc,"Подмастерье"
perkRifleCraftingRank2LongDesc,"Разблокирует Стрелковую Винтовку"
perkRifleCraftingRank3Desc,"Ученик"
perkRifleCraftingRank3LongDesc,"Разблокирует Снайперскую Винтовку"
perkRifleCraftingRank4Desc,"Мастер"
perkRifleCraftingRank4LongDesc,"Разблокирует JNG90"
perkRifleCraftingRank5Desc,"СУПЕР-ПУПЕР-УБЕР-МАСТЕР"
perkRifleCraftingRank5LongDesc,"Разблокирует M1 Garand и M98"
perkBrawlerCraftingName,"Изготовление кулачного оружия"
perkBrawlerCraftingDesc,"Научитесь создавать оружие кулачных бойцов."
